external_gene_name	ensembl_gene_id
GIMAP8	ENSG00000171115
HSFX1	ENSG00000171116
NRTN	ENSG00000171119
KCNMB3	ENSG00000171121
FUT3	ENSG00000171124
KCNG3	ENSG00000171126
ATP6V0E2	ENSG00000171130
PRKCE	ENSG00000171132
OR2K2	ENSG00000171133
JAGN1	ENSG00000171135
RLN3	ENSG00000171136
TADA3	ENSG00000171148
SOCS5	ENSG00000171150
C1GALT1C1	ENSG00000171155
C9orf16	ENSG00000171159
MORN4	ENSG00000171160
ZNF672	ENSG00000171161
ZNF692	ENSG00000171163
NAIF1	ENSG00000171169
RBKS	ENSG00000171174
OR2M4	ENSG00000171180
GRIK1	ENSG00000171189
MUC7	ENSG00000171195
OPRPN	ENSG00000171199
SMR3B	ENSG00000171201
TMEM126A	ENSG00000171202
TMEM126B	ENSG00000171204
TRIM8	ENSG00000171206
NETO2	ENSG00000171208
CSN3	ENSG00000171209
CLDN20	ENSG00000171217
CDC42BPG	ENSG00000171219
SCAND1	ENSG00000171222
JUNB	ENSG00000171223
FAM241B	ENSG00000171224
TMEM37	ENSG00000171227
UGT2B7	ENSG00000171234
LRG1	ENSG00000171236
SHCBP1	ENSG00000171241
SOSTDC1	ENSG00000171243
NPTX1	ENSG00000171246
FAM98B	ENSG00000171262
ZNF439	ENSG00000171291
ZNF440	ENSG00000171295
GAA	ENSG00000171298
CANT1	ENSG00000171302
KCNK3	ENSG00000171303
ZDHHC16	ENSG00000171307
CHST11	ENSG00000171310
EXOSC1	ENSG00000171311
PGAM1	ENSG00000171314
CHD7	ENSG00000171316
ESCO2	ENSG00000171320
KRT19	ENSG00000171345
KRT15	ENSG00000171346
LURAP1	ENSG00000171357
KRT38	ENSG00000171360
CLCN5	ENSG00000171365
TPPP	ENSG00000171368
KCND3	ENSG00000171385
APLN	ENSG00000171388
KRTAP4-4	ENSG00000171396
KRT13	ENSG00000171401
XAGE3	ENSG00000171402
KRT9	ENSG00000171403
XAGE5	ENSG00000171405
PDE7B	ENSG00000171408
MRPL36	ENSG00000171421
ZNF581	ENSG00000171425
NAT1	ENSG00000171428
KRT20	ENSG00000171431
GLOD5	ENSG00000171433
KSR2	ENSG00000171435
ZNF524	ENSG00000171443
MCC	ENSG00000171444
KRT27	ENSG00000171446
ZBTB26	ENSG00000171448
CDK5R2	ENSG00000171450
DSEL	ENSG00000171451
POLR1C	ENSG00000171453
ASXL1	ENSG00000171456
OR1L6	ENSG00000171459
DLK2	ENSG00000171462
ZNF562	ENSG00000171466
ZNF318	ENSG00000171467
ZNF561	ENSG00000171469
WIPF2	ENSG00000171475
HOPX	ENSG00000171476
SPACA5B	ENSG00000171478
OR1L3	ENSG00000171481
SSX6P	ENSG00000171483
NLRP5	ENSG00000171487
LRRC8C	ENSG00000171488
SPACA5	ENSG00000171489
RSL1D1	ENSG00000171490
LRRC8D	ENSG00000171492
MROH2B	ENSG00000171495
OR1L8	ENSG00000171496
PPID	ENSG00000171497
OR1N2	ENSG00000171501
COL24A1	ENSG00000171502
ETFDH	ENSG00000171503
OR1N1	ENSG00000171505
RXFP1	ENSG00000171509
LPAR3	ENSG00000171517
PTGER4	ENSG00000171522
TBCA	ENSG00000171530
NEUROD2	ENSG00000171532
MAP6	ENSG00000171533
OTP	ENSG00000171540
ECEL1	ENSG00000171551
BCL2L1	ENSG00000171552
FGG	ENSG00000171557
FGA	ENSG00000171560
OR2AT4	ENSG00000171561
FGB	ENSG00000171564
PLRG1	ENSG00000171566
RAB4B-EGLN2	ENSG00000171570
ZNF584	ENSG00000171574
DSCAM	ENSG00000171587
DNAI2	ENSG00000171595
NMUR1	ENSG00000171596
CLSTN1	ENSG00000171603
CXXC5	ENSG00000171604
ZNF274	ENSG00000171606
PIK3CD	ENSG00000171608
PTCRA	ENSG00000171611
SLC25A33	ENSG00000171612
ENC1	ENSG00000171617
SPSB1	ENSG00000171621
P2RY6	ENSG00000171631
BPTF	ENSG00000171634
S100Z	ENSG00000171643
ZIK1	ENSG00000171649
GPR82	ENSG00000171657
NMRAL2P	ENSG00000171658
GPR34	ENSG00000171659
SHANK2-AS3	ENSG00000171671
PLEKHG5	ENSG00000171680
ATF7IP	ENSG00000171681
LKAAEAR1	ENSG00000171695
RGS19	ENSG00000171700
TCEA2	ENSG00000171703
DEFB4A	ENSG00000171711
ANO5	ENSG00000171714
HDAC3	ENSG00000171720
SPATA46	ENSG00000171722
GPHN	ENSG00000171723
VAT1L	ENSG00000171724
TMEM51	ENSG00000171729
CAMTA1	ENSG00000171735
LGALS4	ENSG00000171747
LRRC34	ENSG00000171757
PAH	ENSG00000171759
SPATA5L1	ENSG00000171763
GATM	ENSG00000171766
SYCE1	ENSG00000171772
NXNL1	ENSG00000171773
RASGRP4	ENSG00000171777
NHLH1	ENSG00000171786
SLFNL1	ENSG00000171790
BCL2	ENSG00000171791
RHNO1	ENSG00000171792
CTPS1	ENSG00000171793
UTF1	ENSG00000171794
KNDC1	ENSG00000171798
WDR87	ENSG00000171804
METTL18	ENSG00000171806
CFAP46	ENSG00000171811
COL8A2	ENSG00000171812
PWWP2B	ENSG00000171813
PCDHB1	ENSG00000171815
ZNF540	ENSG00000171817
ANGPTL7	ENSG00000171819
FBXL14	ENSG00000171823
EXOSC10	ENSG00000171824
ZNF570	ENSG00000171827
NINJ2	ENSG00000171840
MLLT3	ENSG00000171843
FAM90A1	ENSG00000171847
RRM2	ENSG00000171848
TRAPPC12	ENSG00000171853
IFNB1	ENSG00000171855
RPS21	ENSG00000171858
C3AR1	ENSG00000171860
MRM3	ENSG00000171861
PTEN	ENSG00000171862
RPS7	ENSG00000171863
PRND	ENSG00000171864
RNASEH1	ENSG00000171865
PRNP	ENSG00000171867
KLF17	ENSG00000171872
ADRA1D	ENSG00000171873
FRMD5	ENSG00000171877
AQP4	ENSG00000171885
MIR31HG	ENSG00000171889
CYP4F11	ENSG00000171903
TLN2	ENSG00000171914
LGALS9C	ENSG00000171916
TVP23B	ENSG00000171928
FBXW10	ENSG00000171931
OR10H3	ENSG00000171936
ZNF217	ENSG00000171940
OR10H2	ENSG00000171942
SRGAP2C	ENSG00000171943
OR52A5	ENSG00000171944
SCG2	ENSG00000171951
ATPAF2	ENSG00000171953
CYP4F22	ENSG00000171954
FOXB1	ENSG00000171956
PPIH	ENSG00000171960
DRC3	ENSG00000171962
ZNF57	ENSG00000171970
SHLD1	ENSG00000171984
C11orf40	ENSG00000171987
JMJD1C	ENSG00000171988
LDHAL6B	ENSG00000171989
SYNPO	ENSG00000171992
OR52P2P	ENSG00000171999
ZNF556	ENSG00000172000
MAL	ENSG00000172005
ZNF554	ENSG00000172006
RAB33B	ENSG00000172007
THOP1	ENSG00000172009
ANKRD20A4P	ENSG00000172014
REG3A	ENSG00000172016
GAP43	ENSG00000172020
REG1B	ENSG00000172023
EPHX4	ENSG00000172031
LAMB2	ENSG00000172037
USP19	ENSG00000172046
QARS1	ENSG00000172053
ORMDL3	ENSG00000172057
SERF1A	ENSG00000172058
KLF11	ENSG00000172059
LRRC15	ENSG00000172061
SMN1	ENSG00000172062
EIF2AK3	ENSG00000172071
TEX37	ENSG00000172073
MOB3A	ENSG00000172081
KRCC1	ENSG00000172086
NME6	ENSG00000172113
CYCS	ENSG00000172115
CD8B	ENSG00000172116
SLFN12	ENSG00000172123
CALB2	ENSG00000172137
SLC9C1	ENSG00000172139
OR1A1	ENSG00000172146
OR7A2P	ENSG00000172148
OR1A2	ENSG00000172150
OR8I2	ENSG00000172154
LCE1D	ENSG00000172155
CCL11	ENSG00000172156
FRMD3	ENSG00000172159
SNTB1	ENSG00000172164
MTBP	ENSG00000172167
TEFM	ENSG00000172171
MRPL13	ENSG00000172172
MALT1	ENSG00000172175
PRL	ENSG00000172179
ISG20	ENSG00000172183
HMGN1P35	ENSG00000172186
OR4C11	ENSG00000172188
MBOAT1	ENSG00000172197
OR8U1	ENSG00000172199
ID4	ENSG00000172201
OR4X2	ENSG00000172208
GPR22	ENSG00000172209
CXCR6	ENSG00000172215
CEBPB	ENSG00000172216
AZU1	ENSG00000172232
TPSAB1	ENSG00000172236
ATOH1	ENSG00000172238
PAIP1	ENSG00000172239
CLEC7A	ENSG00000172243
C5orf34	ENSG00000172244
C1QTNF4	ENSG00000172247
SERHL	ENSG00000172250
NEGR1	ENSG00000172260
ZNF131	ENSG00000172262
MACROD2	ENSG00000172264
DPAGT1	ENSG00000172269
BSG	ENSG00000172270
HINFP	ENSG00000172273
PRYP4	ENSG00000172283
CDY1	ENSG00000172288
OR10V1	ENSG00000172289
CERS6	ENSG00000172292
CSPG4P4Y	ENSG00000172294
SPTLC3	ENSG00000172296
GOLGA2P3Y	ENSG00000172297
COPRS	ENSG00000172301
TP53RK	ENSG00000172315
B3GALT1	ENSG00000172318
OR5A1	ENSG00000172320
CLEC12A	ENSG00000172322
OR5A2	ENSG00000172324
BPGM	ENSG00000172331
POP7	ENSG00000172336
ALG14	ENSG00000172339
SUCLG2	ENSG00000172340
CSPG4P3Y	ENSG00000172342
STARD5	ENSG00000172345
CSDC2	ENSG00000172346
RCAN2	ENSG00000172348
IL16	ENSG00000172349
ABCG4	ENSG00000172350
CDY1B	ENSG00000172352
GNB2	ENSG00000172354
CFAP53	ENSG00000172361
OR5B12	ENSG00000172362
OR5B2	ENSG00000172365
MCRIP2	ENSG00000172366
PDZD3	ENSG00000172367
C2CD2L	ENSG00000172375
OR9I1	ENSG00000172377
ARNT2	ENSG00000172379
GNG12	ENSG00000172380
PRSS27	ENSG00000172382
MYOZ2	ENSG00000172399
SYNPO2	ENSG00000172403
DNAJB7	ENSG00000172404
CLP1	ENSG00000172409
INSL5	ENSG00000172410
EFCAB3	ENSG00000172421
TTC36	ENSG00000172425
RSPH9	ENSG00000172426
COPS9	ENSG00000172428
GTPBP2	ENSG00000172432
FGGY	ENSG00000172456
OR9G4	ENSG00000172457
IL17D	ENSG00000172458
OR5AR1	ENSG00000172459
PRSS30P	ENSG00000172460
FUT9	ENSG00000172461
OR5AP2	ENSG00000172464
TCEAL1	ENSG00000172465
ZNF24	ENSG00000172466
HSFY1	ENSG00000172468
MANEA	ENSG00000172469
RAB40A	ENSG00000172476
MAB21L4	ENSG00000172478
AGXT	ENSG00000172482
OR8J1	ENSG00000172487
OR5T3	ENSG00000172489
AFF1	ENSG00000172493
ACOT12	ENSG00000172497
FIBP	ENSG00000172500
CARNS1	ENSG00000172508
OR10H5	ENSG00000172519
BANP	ENSG00000172530
PPP1CA	ENSG00000172531
HCFC1	ENSG00000172534
FAM170B	ENSG00000172538
CTSW	ENSG00000172543
NIPAL4	ENSG00000172548
MUCL1	ENSG00000172551
SNTG2	ENSG00000172554
FNDC9	ENSG00000172568
PDE3A	ENSG00000172572
RASGRP1	ENSG00000172575
KLHL6	ENSG00000172578
CHCHD1	ENSG00000172586
MRPL52	ENSG00000172590
SMPDL3A	ENSG00000172594
RND1	ENSG00000172602
RAD9A	ENSG00000172613
EFEMP2	ENSG00000172638
OR10AD1	ENSG00000172640
AGAP5	ENSG00000172650
WASHC2C	ENSG00000172661
TMEM134	ENSG00000172663
ZMAT3	ENSG00000172667
ZFAND4	ENSG00000172671
THEMIS	ENSG00000172673
MOS	ENSG00000172680
ZNF738	ENSG00000172687
MS4A10	ENSG00000172689
SLFN11	ENSG00000172716
FAM71D	ENSG00000172717
CCL19	ENSG00000172724
CORO1B	ENSG00000172725
FUT10	ENSG00000172728
LRRC20	ENSG00000172731
MUS81	ENSG00000172732
PURG	ENSG00000172733
TMEM217	ENSG00000172738
OR4D9	ENSG00000172742
RPL12P13	ENSG00000172746
ZNF596	ENSG00000172748
COL6A5	ENSG00000172752
CFL1	ENSG00000172757
TMCC1	ENSG00000172765
NAA16	ENSG00000172766
OR5B3	ENSG00000172769
EFCAB12	ENSG00000172771
OR10W1	ENSG00000172772
PSME3IP1	ENSG00000172775
RAB43	ENSG00000172780
FADS6	ENSG00000172782
CBWD1	ENSG00000172785
HOXC5	ENSG00000172789
RAB37	ENSG00000172794
DCP2	ENSG00000172795
ZBTB8OSP2	ENSG00000172799
SNX32	ENSG00000172803
RPL38	ENSG00000172809
CYP7B1	ENSG00000172817
OVOL1	ENSG00000172818
RARG	ENSG00000172819
CES4A	ENSG00000172824
CES3	ENSG00000172828
SSH3	ENSG00000172830
CES2	ENSG00000172831
PDP2	ENSG00000172840
SP3	ENSG00000172845
KRT2	ENSG00000172867
DMXL1	ENSG00000172869
METAP1D	ENSG00000172878
ZNF621	ENSG00000172888
EGFL7	ENSG00000172889
NADSYN1	ENSG00000172890
DHCR7	ENSG00000172893
ACTE1P	ENSG00000172900
LVRN	ENSG00000172901
COX6B1P3	ENSG00000172912
NBEA	ENSG00000172915
RNASEH2C	ENSG00000172922
MYEOV	ENSG00000172927
ANKRD13D	ENSG00000172932
MRGPRF	ENSG00000172935
MYD88	ENSG00000172936
MRGPRD	ENSG00000172938
OXSR1	ENSG00000172939
SLC22A13	ENSG00000172940
PHF8	ENSG00000172943
LCLAT1	ENSG00000172954
ADH6	ENSG00000172955
MIR4435-2HG	ENSG00000172965
XKR3	ENSG00000172967
FRG2C	ENSG00000172969
UNC93B3	ENSG00000172971
VDAC2P5	ENSG00000172974
KAT5	ENSG00000172977
SH3RF3	ENSG00000172985
GXYLT2	ENSG00000172986
HPSE2	ENSG00000172987
DCAKD	ENSG00000172992
ARPP21	ENSG00000172995
TADA2B	ENSG00000173011
CCDC96	ENSG00000173013
GRK2	ENSG00000173020
RELA	ENSG00000173039
EVC2	ENSG00000173040
ZNF680	ENSG00000173041
HECTD4	ENSG00000173064
FAM222B	ENSG00000173065
BNC2	ENSG00000173068
DELEC1	ENSG00000173077
RXFP4	ENSG00000173080
HPSE	ENSG00000173083
COQ2	ENSG00000173085
CCDC63	ENSG00000173093
HSPA6	ENSG00000173110
TRMT112	ENSG00000173113
LRRN3	ENSG00000173114
KDM2A	ENSG00000173120
ACSM6	ENSG00000173124
ADCK5	ENSG00000173137
MRPL57	ENSG00000173141
NOC3L	ENSG00000173145
ESRRA	ENSG00000173153
RHOD	ENSG00000173156
ADAMTS20	ENSG00000173157
COMMD1	ENSG00000173163
RAPH1	ENSG00000173166
MTX1	ENSG00000173171
ADCY5	ENSG00000173175
PARP14	ENSG00000173193
CYSLTR1	ENSG00000173198
PARP15	ENSG00000173200
CKS1B	ENSG00000173207
ABCD2	ENSG00000173208
AHSA2P	ENSG00000173209
ABLIM3	ENSG00000173210
MAB21L3	ENSG00000173212
TUBB8B	ENSG00000173213
MFSD4B	ENSG00000173214
VANGL1	ENSG00000173218
GLRX	ENSG00000173221
IQCB1	ENSG00000173226
SYT12	ENSG00000173227
GOLGB1	ENSG00000173230
TERF1P1	ENSG00000173231
C11orf86	ENSG00000173237
LIPM	ENSG00000173239
GPR151	ENSG00000173250
DMRT2	ENSG00000173253
ZNF483	ENSG00000173258
PLAC8L1	ENSG00000173261
SLC2A14	ENSG00000173262
GPR137	ENSG00000173264
SNCG	ENSG00000173267
MMRN2	ENSG00000173269
MZT2A	ENSG00000173272
TNKS	ENSG00000173273
ZNF449	ENSG00000173275
ZBTB21	ENSG00000173276
PPP1R3B	ENSG00000173281
OR10K1	ENSG00000173285
FAM86B3P	ENSG00000173295
GPR148	ENSG00000173302
STOX2	ENSG00000173320
MAP3K11	ENSG00000173327
TRIB1	ENSG00000173334
CST9	ENSG00000173335
KCNK7	ENSG00000173338
SFT2D3	ENSG00000173349
AC007967.1	ENSG00000173357
AC097637.1	ENSG00000173366
C1QB	ENSG00000173369
C1QA	ENSG00000173372
NDNF	ENSG00000173376
IQCF1	ENSG00000173389
OLR1	ENSG00000173391
GLIPR1L1	ENSG00000173401
DAG1	ENSG00000173402
INSM1	ENSG00000173404
DAB1	ENSG00000173406
ARV1	ENSG00000173409
NAA20	ENSG00000173418
IHO1	ENSG00000173421
RNASE8	ENSG00000173431
SAA1	ENSG00000173432
MICOS10	ENSG00000173436
EHBP1L1	ENSG00000173442
THAP2	ENSG00000173451
TMEM196	ENSG00000173452
RNF26	ENSG00000173456
PPP1R14B	ENSG00000173457
RNASE11	ENSG00000173464
ZNRD2	ENSG00000173465
AGR3	ENSG00000173467
SMARCC1	ENSG00000173473
ZNF417	ENSG00000173480
PTPRM	ENSG00000173482
FKBP2	ENSG00000173486
VEGFB	ENSG00000173511
PEAK1	ENSG00000173517
TNFRSF10D	ENSG00000173530
MST1	ENSG00000173531
TNFRSF10C	ENSG00000173535
GMPPB	ENSG00000173540
MOB1B	ENSG00000173542
ZNF622	ENSG00000173545
CSPG4	ENSG00000173546
SNX33	ENSG00000173548
FAM166C	ENSG00000173557
NABP1	ENSG00000173559
ADGRF3	ENSG00000173567
NLRP13	ENSG00000173572
CHD2	ENSG00000173575
XCR1	ENSG00000173578
CCDC106	ENSG00000173581
CCR9	ENSG00000173585
CEP83	ENSG00000173588
SULT1B1	ENSG00000173597
NUDT4	ENSG00000173598
PC	ENSG00000173599
UGT2A1	ENSG00000173610
SCAI	ENSG00000173611
GPRC6A	ENSG00000173612
NMNAT1	ENSG00000173614
LRFN4	ENSG00000173621
TRAPPC3L	ENSG00000173626
APOBEC4	ENSG00000173627
SLC19A1	ENSG00000173638
HSPB7	ENSG00000173641
RCE1	ENSG00000173653
UQCRH	ENSG00000173660
TAS1R1	ENSG00000173662
HES3	ENSG00000173673
EIF1AX	ENSG00000173674
SPDYE2B	ENSG00000173678
OR1L1	ENSG00000173679
BCLAF3	ENSG00000173681
PSMD1	ENSG00000173692
ADGRG2	ENSG00000173698
SPATA3	ENSG00000173699
MUC13	ENSG00000173702
SUSD5	ENSG00000173705
HEG1	ENSG00000173706
WFIKKN2	ENSG00000173714
C11orf80	ENSG00000173715
TOMM20	ENSG00000173726
AP000769.1	ENSG00000173727
C1orf100	ENSG00000173728
AGFG1	ENSG00000173744
STAT5B	ENSG00000173757
CD7	ENSG00000173762
TOPAZ1	ENSG00000173769
CNP	ENSG00000173786
JUP	ENSG00000173801
HAP1	ENSG00000173805
TDRD12	ENSG00000173809
PPIAP7	ENSG00000173810
CCDC13-AS1	ENSG00000173811
EIF1	ENSG00000173812
ENDOV	ENSG00000173818
RNF213	ENSG00000173821
TIGD3	ENSG00000173825
KCNH6	ENSG00000173826
MARCHF10	ENSG00000173838
PLK3	ENSG00000173846
NET1	ENSG00000173848
DPY19L1	ENSG00000173852
AC008080.1	ENSG00000173862
AC013489.1	ENSG00000173867
PHOSPHO1	ENSG00000173868
ZNF791	ENSG00000173875
TUBB7P	ENSG00000173876
PHC3	ENSG00000173889
GPR160	ENSG00000173890
CBX2	ENSG00000173894
SPTBN2	ENSG00000173898
GOLIM4	ENSG00000173905
KRT28	ENSG00000173908
RBM4B	ENSG00000173914
ATP5MD	ENSG00000173915
HOXB2	ENSG00000173917
C1QTNF1	ENSG00000173918
MARCHF3	ENSG00000173926
SWSAP1	ENSG00000173928
SLCO4C1	ENSG00000173930
RBM4	ENSG00000173933
PIFO	ENSG00000173947
XXYLT1	ENSG00000173950
SNURFL	ENSG00000173954
UBXN2A	ENSG00000173960
AC095040.1	ENSG00000173966
RAX2	ENSG00000173976
LRRC63	ENSG00000173988
TCAP	ENSG00000173991
CCS	ENSG00000173992
NRROS	ENSG00000174004
CEP19	ENSG00000174007
KLHL15	ENSG00000174010
FBXO45	ENSG00000174013
CBY2	ENSG00000174015
TENT5D	ENSG00000174016
GNG5	ENSG00000174021
FAM3C2P	ENSG00000174028
SLC25A30	ENSG00000174032
C9orf131	ENSG00000174038
CD34	ENSG00000174059
CTSF	ENSG00000174080
MSRB3	ENSG00000174099
LEMD3	ENSG00000174106
C16orf91	ENSG00000174109
TLR10	ENSG00000174123
TLR1	ENSG00000174125
TLR6	ENSG00000174130
FAM174A	ENSG00000174132
RGMB	ENSG00000174136
FAM53A	ENSG00000174137
NWD2	ENSG00000174145
CYB561D1	ENSG00000174151
GSTA3	ENSG00000174156
ZDHHC24	ENSG00000174165
AC020659.1	ENSG00000174171
TRMT10C	ENSG00000174173
SELP	ENSG00000174175
CTU2	ENSG00000174177
MGA	ENSG00000174197
C12orf66	ENSG00000174206
ARL13A	ENSG00000174225
SNX31	ENSG00000174226
PIGG	ENSG00000174227
PRPF8	ENSG00000174231
ADCY6	ENSG00000174233
REP15	ENSG00000174236
PITPNA	ENSG00000174238
DDX23	ENSG00000174243
ZNF80	ENSG00000174255
ZNHIT2	ENSG00000174276
EVX2	ENSG00000174279
ZBTB4	ENSG00000174282
TNK1	ENSG00000174292
ZHX3	ENSG00000174306
PHLDA3	ENSG00000174307
DIRC1	ENSG00000174325
SLC16A11	ENSG00000174326
SLC16A13	ENSG00000174327
GLIS1	ENSG00000174332
OR2Y1	ENSG00000174339
CHRNA9	ENSG00000174343
PODN	ENSG00000174348
STAG3L3	ENSG00000174353
SLC6A19	ENSG00000174358
SNHG11	ENSG00000174365
C11orf45	ENSG00000174370
EXO1	ENSG00000174371
RALGAPA1	ENSG00000174373
PMS2P6	ENSG00000174384
MIR1-1HG-AS1	ENSG00000174403
LIG4	ENSG00000174405
MIR1-1HG	ENSG00000174407
PPIAP24	ENSG00000174408
TRHR	ENSG00000174417
RPL35P9	ENSG00000174418
GTF2IRD2B	ENSG00000174428
ABRA	ENSG00000174429
ATP2A2	ENSG00000174437
ZWILCH	ENSG00000174442
RPL4	ENSG00000174444
SNAPC5	ENSG00000174446
STARD6	ENSG00000174448
GOLGA6L2	ENSG00000174450
VWC2L	ENSG00000174453
C12orf76	ENSG00000174456
ZCCHC12	ENSG00000174460
CNTNAP2	ENSG00000174469
GALNTL6	ENSG00000174473
LINGO2	ENSG00000174482
BBS1	ENSG00000174483
DENND4A	ENSG00000174485
PPIAP80	ENSG00000174495
IGDCC3	ENSG00000174498
GCSAM	ENSG00000174500
ANKRD36C	ENSG00000174501
SLC26A9	ENSG00000174502
MFSD4A	ENSG00000174514
PELI3	ENSG00000174516
TTC9B	ENSG00000174521
MYO1H	ENSG00000174527
TMEM81	ENSG00000174529
MRPL11	ENSG00000174547
KLK15	ENSG00000174562
IL20RB	ENSG00000174564
GOLT1A	ENSG00000174567
RPL10P2	ENSG00000174572
AKIRIN1	ENSG00000174574
NPAS4	ENSG00000174576
MSL2	ENSG00000174579
ZNF497	ENSG00000174586
TRAM1L1	ENSG00000174599
CMKLR1	ENSG00000174600
ANGEL2	ENSG00000174606
UGT8	ENSG00000174607
KY	ENSG00000174611
IQCK	ENSG00000174628
SLCO2A1	ENSG00000174640
ZNF266	ENSG00000174652
OR7D4	ENSG00000174667
SLC29A2	ENSG00000174669
BRSK2	ENSG00000174672
VN1R6P	ENSG00000174677
FAM47DP	ENSG00000174678
GRIK1-AS1	ENSG00000174680
B4GAT1	ENSG00000174684
TMEM167A	ENSG00000174695
LEP	ENSG00000174697
SH3PXD2B	ENSG00000174705
PPIAP72	ENSG00000174715
RESF1	ENSG00000174718
LARP7	ENSG00000174720
FGFBP3	ENSG00000174721
NR1D2	ENSG00000174738
PABPC5	ENSG00000174740
BRMS1	ENSG00000174744
RPL15	ENSG00000174748
FAM241A	ENSG00000174749
HRAS	ENSG00000174775
WDR49	ENSG00000174776
SRP72	ENSG00000174780
PCP2	ENSG00000174788
RIN1	ENSG00000174791
ODAPH	ENSG00000174792
THAP6	ENSG00000174796
CEP135	ENSG00000174799
FZD4	ENSG00000174804
CD248	ENSG00000174807
BTC	ENSG00000174808
PDZK1	ENSG00000174827
ADGRE1	ENSG00000174837
DENND6A	ENSG00000174839
PDE12	ENSG00000174840
GLMN	ENSG00000174842
DNAH12	ENSG00000174844
YIF1A	ENSG00000174851
CNIH2	ENSG00000174871
AMY1B	ENSG00000174876
NLRP6	ENSG00000174885
NDUFA11	ENSG00000174886
RSRC1	ENSG00000174891
CATSPERD	ENSG00000174898
SLC66A1L	ENSG00000174899
RAB1B	ENSG00000174903
METTL15P1	ENSG00000174912
OR9G1	ENSG00000174914
PTDSS2	ENSG00000174915
MICOS13	ENSG00000174917
C3orf33	ENSG00000174928
VN2R1P	ENSG00000174930
OR5M3	ENSG00000174937
SEZ6L2	ENSG00000174938
ASPHD1	ENSG00000174939
KCTD13	ENSG00000174943
P2RY14	ENSG00000174944
AMZ1	ENSG00000174945
GPR171	ENSG00000174946
GPR149	ENSG00000174948
CD164L2	ENSG00000174950
FUT1	ENSG00000174951
DHX36	ENSG00000174953
OR5J2	ENSG00000174957
ZIC4	ENSG00000174963
OR10AG1	ENSG00000174970
AC026271.1	ENSG00000174977
OR4S2	ENSG00000174982
FBXW8	ENSG00000174989
CA5A	ENSG00000174990
ZG16	ENSG00000174992
KLC2	ENSG00000174996
SLC22A1	ENSG00000175003
TEX36	ENSG00000175018
CTBP2	ENSG00000175029
CHST2	ENSG00000175040
ZDHHC14	ENSG00000175048
ATR	ENSG00000175054
SNHG29	ENSG00000175061
UBE2C	ENSG00000175063
DSG4	ENSG00000175065
GK5	ENSG00000175066
VCPIP1	ENSG00000175073
RTP1	ENSG00000175077
DES	ENSG00000175084
PDIK1L	ENSG00000175087
SPSB4	ENSG00000175093
RAG2	ENSG00000175097
TRAF6	ENSG00000175104
ZNF654	ENSG00000175105
TVP23C	ENSG00000175106
MRPS22	ENSG00000175110
PACS1	ENSG00000175115
WFDC5	ENSG00000175121
MARCKSL1	ENSG00000175130
SH3BP5L	ENSG00000175137
OR2T1	ENSG00000175143
TMEM51-AS1	ENSG00000175147
YPEL2	ENSG00000175155
CADM2	ENSG00000175161
ABO	ENSG00000175164
PSMD2	ENSG00000175166
FAM182B	ENSG00000175170
PPM1E	ENSG00000175175
FAM131A	ENSG00000175182
CSRP2	ENSG00000175183
INHBC	ENSG00000175189
PARL	ENSG00000175193
DDIT3	ENSG00000175197
PCCA	ENSG00000175198
HIGD2B	ENSG00000175202
DCTN2	ENSG00000175203
NPPA	ENSG00000175206
ZNF408	ENSG00000175213
CTDSP2	ENSG00000175215
CKAP5	ENSG00000175216
ARHGAP1	ENSG00000175220
MED16	ENSG00000175221
ATG13	ENSG00000175224
GAL3ST3	ENSG00000175229
C1orf127	ENSG00000175262
CHST1	ENSG00000175264
GOLGA8A	ENSG00000175265
VWA3A	ENSG00000175267
TP53I11	ENSG00000175274
CENPS	ENSG00000175279
DOLK	ENSG00000175283
PHYHD1	ENSG00000175287
CATSPER1	ENSG00000175294
ANKRD30BP1	ENSG00000175302
CCNE2	ENSG00000175305
PHYKPL	ENSG00000175309
ANKS4B	ENSG00000175311
CST6	ENSG00000175315
GRAMD2A	ENSG00000175318
NF1P5	ENSG00000175319
ZNF519	ENSG00000175322
LSM1	ENSG00000175324
PROP1	ENSG00000175325
ISX	ENSG00000175329
BANF1	ENSG00000175334
APOF	ENSG00000175336
CHRNA7	ENSG00000175344
TMEM9B	ENSG00000175348
NRIP3	ENSG00000175352
PTPN2	ENSG00000175354
SCUBE2	ENSG00000175356
EIF1AD	ENSG00000175376
SMAD2	ENSG00000175387
EIF3F	ENSG00000175390
ZNF25	ENSG00000175395
OR10P1	ENSG00000175398
ARL10	ENSG00000175414
CLTB	ENSG00000175416
PCSK1	ENSG00000175426
LPL	ENSG00000175445
RFESD	ENSG00000175449
CCDC14	ENSG00000175455
TBC1D10C	ENSG00000175463
SART1	ENSG00000175467
PPP2R2D	ENSG00000175470
MCTP1	ENSG00000175471
POLD4	ENSG00000175482
OR52W1	ENSG00000175485
LRRC25	ENSG00000175489
DPP10	ENSG00000175497
CLCF1	ENSG00000175505
ACRP1	ENSG00000175509
TSGA10IP	ENSG00000175513
GPR152	ENSG00000175514
UBQLNL	ENSG00000175518
UBQLN3	ENSG00000175520
PNLIP	ENSG00000175535
LIPT2	ENSG00000175536
KCNE3	ENSG00000175538
CABP4	ENSG00000175544
ALG10B	ENSG00000175548
DRAP1	ENSG00000175550
